gene_id	reads_per_gene	transcript	reads_per_transcript
ENSG00000143198.13	9	ENST00000367889.8	3
ENSG00000143198.13	9	ENST00000461308.1	5
ENSG00000143198.13	9	ENST00000477450.1	1
ENSG00000143207.21	30	ENST00000308769.12	2
ENSG00000143207.21	30	ENST00000367666.5	14
ENSG00000143207.21	30	ENST00000367667.5	4
ENSG00000143207.21	30	ENST00000367669.8	3
ENSG00000143207.21	30	ENST00000461830.6	1
ENSG00000143207.21	30	ENST00000491600.5	1
ENSG00000143207.21	30	ENST00000649803.1	5
ENSG00000143222.12	47	ENST00000368003.6	44
ENSG00000143222.12	47	ENST00000463735.1	3
ENSG00000143224.18	22	ENST00000352210.9	1
ENSG00000143224.18	22	ENST00000367999.9	13
ENSG00000143224.18	22	ENST00000539753.5	1
ENSG00000143224.18	22	ENST00000651150.1	1
ENSG00000143224.18	22	ENST00000652182.1	1
ENSG00000143224.18	22	ENST00000652297.1	2
ENSG00000143224.18	22	ENST00000652473.1	3
ENSG00000143226.15	933	ENST00000271450.12	340
ENSG00000143226.15	933	ENST00000367972.8	438
ENSG00000143226.15	933	ENST00000459885.1	5
ENSG00000143226.15	933	ENST00000461298.1	1
ENSG00000143226.15	933	ENST00000467654.1	23
ENSG00000143226.15	933	ENST00000471026.5	5
ENSG00000143226.15	933	ENST00000473080.1	1
ENSG00000143226.15	933	ENST00000483665.6	70
ENSG00000143226.15	933	ENST00000497474.1	27
ENSG00000143226.15	933	ENST00000536731.5	23
ENSG00000143248.13	1	ENST00000313961.10	1
ENSG00000143252.15	58	ENST00000367975.7	49
ENSG00000143252.15	58	ENST00000392169.6	1
ENSG00000143252.15	58	ENST00000432287.6	2
ENSG00000143252.15	58	ENST00000470743.4	6
ENSG00000143256.5	2	ENST00000368010.4	2
ENSG00000143258.16	4	ENST00000289865.12	1
ENSG00000143258.16	4	ENST00000368002.8	2
ENSG00000143258.16	4	ENST00000493054.5	1
ENSG00000143294.15	51	ENST00000271526.9	46
ENSG00000143294.15	51	ENST00000454659.1	4
ENSG00000143294.15	51	ENST00000459707.1	1
ENSG00000143297.19	9	ENST00000368190.7	3
ENSG00000143297.19	9	ENST00000497286.5	6
ENSG00000143303.12	3	ENST00000368216.9	3
ENSG00000143314.12	26	ENST00000361531.6	19
ENSG00000143314.12	26	ENST00000368211.8	6
ENSG00000143314.12	26	ENST00000420938.1	1
ENSG00000143319.17	39	ENST00000313146.10	21
ENSG00000143319.17	39	ENST00000368219.2	15
ENSG00000143319.17	39	ENST00000472824.2	2
ENSG00000143319.17	39	ENST00000496538.1	1
ENSG00000143321.19	53	ENST00000357325.10	3
ENSG00000143321.19	53	ENST00000482651.5	50
ENSG00000143324.14	13	ENST00000367589.3	2
ENSG00000143324.14	13	ENST00000367590.9	11
ENSG00000143337.18	105	ENST00000435319.8	102
ENSG00000143337.18	105	ENST00000474875.5	2
ENSG00000143337.18	105	ENST00000528443.6	1
ENSG00000143344.16	1	ENST00000360851.4	1
ENSG00000143353.12	20	ENST00000366927.3	3
ENSG00000143353.12	20	ENST00000366928.10	12
ENSG00000143353.12	20	ENST00000460522.5	1
ENSG00000143353.12	20	ENST00000481007.1	2
ENSG00000143353.12	20	ENST00000483635.5	2
ENSG00000143363.17	49	ENST00000271620.8	24
ENSG00000143363.17	49	ENST00000368934.1	5
ENSG00000143363.17	49	ENST00000368936.5	17
ENSG00000143363.17	49	ENST00000450884.5	3
ENSG00000143365.19	11	ENST00000356728.11	9
ENSG00000143365.19	11	ENST00000651893.1	2
ENSG00000143367.16	1	ENST00000368849.8	1
ENSG00000143368.10	127	ENST00000271628.9	127
ENSG00000143369.15	2	ENST00000369047.9	2
ENSG00000143373.18	10	ENST00000324048.9	7
ENSG00000143373.18	10	ENST00000336715.11	2
ENSG00000143373.18	10	ENST00000426871.1	1
ENSG00000143374.17	14	ENST00000369054.6	1
ENSG00000143374.17	14	ENST00000369064.8	9
ENSG00000143374.17	14	ENST00000467982.6	1
ENSG00000143374.17	14	ENST00000606933.5	3
ENSG00000143376.14	7	ENST00000368843.8	1
ENSG00000143376.14	7	ENST00000458013.7	5
ENSG00000143376.14	7	ENST00000647328.1	1
ENSG00000143379.12	21	ENST00000271640.9	16
ENSG00000143379.12	21	ENST00000498193.5	3
ENSG00000143379.12	21	ENST00000525956.5	1
ENSG00000143379.12	21	ENST00000534805.5	1
ENSG00000143382.15	2	ENST00000369038.6	1
ENSG00000143382.15	2	ENST00000489159.1	1
ENSG00000143384.13	124	ENST00000307940.3	1
ENSG00000143384.13	124	ENST00000369026.3	104
ENSG00000143384.13	124	ENST00000464132.1	18
ENSG00000143384.13	124	ENST00000620947.4	1
ENSG00000143387.13	4	ENST00000271651.8	4
ENSG00000143390.17	52	ENST00000290524.8	5
ENSG00000143390.17	52	ENST00000368870.6	2
ENSG00000143390.17	52	ENST00000392746.7	1
ENSG00000143390.17	52	ENST00000436637.5	5
ENSG00000143390.17	52	ENST00000452671.6	39
ENSG00000143393.16	100	ENST00000368872.5	52
ENSG00000143393.16	100	ENST00000368873.5	26
ENSG00000143393.16	100	ENST00000368874.8	15
ENSG00000143393.16	100	ENST00000368875.6	2
ENSG00000143393.16	100	ENST00000430800.5	2
ENSG00000143393.16	100	ENST00000446339.1	2
ENSG00000143393.16	100	ENST00000460323.1	1
ENSG00000143398.20	4	ENST00000349792.9	1
ENSG00000143398.20	4	ENST00000489625.1	3
ENSG00000143401.15	42	ENST00000369115.3	2
ENSG00000143401.15	42	ENST00000533654.5	1
ENSG00000143401.15	42	ENST00000534437.1	2
ENSG00000143401.15	42	ENST00000583931.6	36
ENSG00000143401.15	42	ENST00000616917.4	1
ENSG00000143409.15	63	ENST00000312210.9	14
ENSG00000143409.15	63	ENST00000493834.2	15
ENSG00000143409.15	63	ENST00000622754.4	34
ENSG00000143416.21	131	ENST00000368868.10	76
ENSG00000143416.21	131	ENST00000426705.6	36
ENSG00000143416.21	131	ENST00000463664.5	19
ENSG00000143418.20	46	ENST00000271688.10	1
ENSG00000143418.20	46	ENST00000368954.10	42
ENSG00000143418.20	46	ENST00000560793.6	3
ENSG00000143420.19	252	ENST00000271690.12	8
ENSG00000143420.19	252	ENST00000339643.9	6
ENSG00000143420.19	252	ENST00000361532.9	8
ENSG00000143420.19	252	ENST00000361631.9	1
ENSG00000143420.19	252	ENST00000362052.7	2
ENSG00000143420.19	252	ENST00000369014.10	227
ENSG00000143436.11	10	ENST00000368829.3	2
ENSG00000143436.11	10	ENST00000368830.8	8
ENSG00000143437.21	31	ENST00000358595.10	12
ENSG00000143437.21	31	ENST00000478972.2	1
ENSG00000143437.21	31	ENST00000505755.5	18
ENSG00000143442.22	55	ENST00000271715.7	34
ENSG00000143442.22	55	ENST00000392723.5	4
ENSG00000143442.22	55	ENST00000485040.5	12
ENSG00000143442.22	55	ENST00000491586.5	2
ENSG00000143442.22	55	ENST00000529669.1	3
ENSG00000143457.11	13	ENST00000271732.8	12
ENSG00000143457.11	13	ENST00000427665.1	1
ENSG00000143458.12	1	ENST00000368918.8	1
ENSG00000143486.16	10	ENST00000271764.7	7
ENSG00000143486.16	10	ENST00000367114.7	3
ENSG00000143493.13	19	ENST00000366992.7	2
ENSG00000143493.13	19	ENST00000366994.8	15
ENSG00000143493.13	19	ENST00000440600.6	1
ENSG00000143493.13	19	ENST00000469606.5	1
ENSG00000143498.18	8	ENST00000350027.8	1
ENSG00000143498.18	8	ENST00000352967.9	7
ENSG00000143499.14	1	ENST00000460580.5	1
ENSG00000143502.15	2	ENST00000366878.9	1
ENSG00000143502.15	2	ENST00000608996.5	1
ENSG00000143507.18	3	ENST00000366899.4	3
ENSG00000143514.17	21	ENST00000391878.6	2
ENSG00000143514.17	21	ENST00000483398.5	10
ENSG00000143514.17	21	ENST00000498843.5	9
ENSG00000143515.18	9	ENST00000672630.1	9
ENSG00000143537.14	39	ENST00000271836.10	7
ENSG00000143537.14	39	ENST00000355956.6	9
ENSG00000143537.14	39	ENST00000356955.7	5
ENSG00000143537.14	39	ENST00000359280.8	2
ENSG00000143537.14	39	ENST00000360674.8	6
ENSG00000143537.14	39	ENST00000449910.6	5
ENSG00000143537.14	39	ENST00000529473.5	1
ENSG00000143537.14	39	ENST00000531455.5	4
ENSG00000143543.15	256	ENST00000271843.9	239
ENSG00000143543.15	256	ENST00000356648.5	2
ENSG00000143543.15	256	ENST00000368589.5	14
ENSG00000143543.15	256	ENST00000428469.1	1
ENSG00000143545.10	2	ENST00000368575.5	1
ENSG00000143545.10	2	ENST00000614713.4	1
ENSG00000143546.10	10	ENST00000368733.4	4
ENSG00000143546.10	10	ENST00000477801.1	6
ENSG00000143549.21	3331	ENST00000312970.13	3
ENSG00000143549.21	3331	ENST00000328159.9	84
ENSG00000143549.21	3331	ENST00000330188.13	49
ENSG00000143549.21	3331	ENST00000368531.6	11
ENSG00000143549.21	3331	ENST00000368533.8	3016
ENSG00000143549.21	3331	ENST00000368545.7	28
ENSG00000143549.21	3331	ENST00000473036.2	2
ENSG00000143549.21	3331	ENST00000504663.1	3
ENSG00000143549.21	3331	ENST00000509409.5	3
ENSG00000143549.21	3331	ENST00000513769.5	30
ENSG00000143549.21	3331	ENST00000651873.1	102
ENSG00000143553.11	24	ENST00000368685.6	19
ENSG00000143553.11	24	ENST00000462880.1	1
ENSG00000143553.11	24	ENST00000474959.5	3
ENSG00000143553.11	24	ENST00000478558.1	1
ENSG00000143554.14	16	ENST00000458027.5	3
ENSG00000143554.14	16	ENST00000468044.1	1
ENSG00000143554.14	16	ENST00000524676.1	1
ENSG00000143554.14	16	ENST00000624995.4	11
ENSG00000143569.19	74	ENST00000271877.11	3
ENSG00000143569.19	74	ENST00000343815.10	12
ENSG00000143569.19	74	ENST00000361546.6	12
ENSG00000143569.19	74	ENST00000428595.1	1
ENSG00000143569.19	74	ENST00000428931.6	19
ENSG00000143569.19	74	ENST00000456325.5	1
ENSG00000143569.19	74	ENST00000475373.1	3
ENSG00000143569.19	74	ENST00000613315.4	23
ENSG00000143570.19	213	ENST00000356205.9	201
ENSG00000143570.19	213	ENST00000368623.7	11
ENSG00000143570.19	213	ENST00000537590.5	1
ENSG00000143575.15	37	ENST00000328703.12	33
ENSG00000143575.15	37	ENST00000447768.6	1
ENSG00000143575.15	37	ENST00000457918.6	1
ENSG00000143575.15	37	ENST00000531435.5	2
ENSG00000143578.16	4	ENST00000271889.8	2
ENSG00000143578.16	4	ENST00000368600.7	1
ENSG00000143578.16	4	ENST00000368607.8	1
ENSG00000143590.14	2	ENST00000368408.4	2
ENSG00000143595.13	44	ENST00000324978.8	40
ENSG00000143595.13	44	ENST00000355197.4	3
ENSG00000143595.13	44	ENST00000484864.1	1
ENSG00000143603.19	3	ENST00000271915.9	1
ENSG00000143603.19	3	ENST00000358505.2	2
ENSG00000143612.21	54	ENST00000350592.7	7
ENSG00000143612.21	54	ENST00000368516.1	2
ENSG00000143612.21	54	ENST00000368518.5	1
ENSG00000143612.21	54	ENST00000368519.5	6
ENSG00000143612.21	54	ENST00000368521.10	37
ENSG00000143612.21	54	ENST00000493814.1	1
ENSG00000143614.10	5	ENST00000368655.5	4
ENSG00000143614.10	5	ENST00000634544.1	1
ENSG00000143621.17	375	ENST00000361891.9	372
ENSG00000143621.17	375	ENST00000368681.1	1
ENSG00000143621.17	375	ENST00000480213.1	1
ENSG00000143621.17	375	ENST00000615950.4	1
ENSG00000143622.11	77	ENST00000368322.7	1
ENSG00000143622.11	77	ENST00000368323.8	72
ENSG00000143622.11	77	ENST00000539040.5	2
ENSG00000143622.11	77	ENST00000609492.1	2
ENSG00000143624.14	39	ENST00000318967.7	6
ENSG00000143624.14	39	ENST00000368669.1	1
ENSG00000143624.14	39	ENST00000368670.5	9
ENSG00000143624.14	39	ENST00000435409.6	13
ENSG00000143624.14	39	ENST00000481797.5	1
ENSG00000143624.14	39	ENST00000503133.5	8
ENSG00000143624.14	39	ENST00000512605.4	1
ENSG00000143633.13	25	ENST00000366649.7	12
ENSG00000143633.13	25	ENST00000366651.7	9
ENSG00000143633.13	25	ENST00000471936.1	4
ENSG00000143641.10	14	ENST00000366672.5	8
ENSG00000143641.10	14	ENST00000485438.1	5
ENSG00000143641.10	14	ENST00000492568.1	1
ENSG00000143643.13	6	ENST00000366661.9	4
ENSG00000143643.13	6	ENST00000366662.8	1
ENSG00000143643.13	6	ENST00000522821.5	1
ENSG00000143653.10	14	ENST00000366510.4	14
ENSG00000143669.14	110	ENST00000389793.7	28
ENSG00000143669.14	110	ENST00000465349.5	18
ENSG00000143669.14	110	ENST00000468626.2	1
ENSG00000143669.14	110	ENST00000473037.5	54
ENSG00000143669.14	110	ENST00000475277.1	5
ENSG00000143669.14	110	ENST00000489585.5	4
ENSG00000143674.11	2	ENST00000366622.1	1
ENSG00000143674.11	2	ENST00000366623.7	1
ENSG00000143702.16	7	ENST00000336415.8	1
ENSG00000143702.16	7	ENST00000366542.6	1
ENSG00000143702.16	7	ENST00000366544.5	2
ENSG00000143702.16	7	ENST00000476661.5	1
ENSG00000143702.16	7	ENST00000522522.5	1
ENSG00000143702.16	7	ENST00000522995.1	1
ENSG00000143727.16	66	ENST00000272065.10	44
ENSG00000143727.16	66	ENST00000272067.10	12
ENSG00000143727.16	66	ENST00000413140.5	1
ENSG00000143727.16	66	ENST00000453390.5	7
ENSG00000143727.16	66	ENST00000463831.1	1
ENSG00000143727.16	66	ENST00000484464.5	1
ENSG00000143740.14	45	ENST00000480897.5	2
ENSG00000143740.14	45	ENST00000617596.4	43
ENSG00000143742.14	139	ENST00000304786.12	126
ENSG00000143742.14	139	ENST00000366839.8	12
ENSG00000143742.14	139	ENST00000651761.1	1
ENSG00000143748.18	33	ENST00000281701.11	29
ENSG00000143748.18	33	ENST00000340871.8	1
ENSG00000143748.18	33	ENST00000482491.5	3
ENSG00000143751.10	8	ENST00000272091.8	8
ENSG00000143753.13	41	ENST00000323699.9	36
ENSG00000143753.13	41	ENST00000391877.3	5
ENSG00000143756.12	21	ENST00000366862.10	16
ENSG00000143756.12	21	ENST00000424254.6	1
ENSG00000143756.12	21	ENST00000483773.1	2
ENSG00000143756.12	21	ENST00000523990.1	2
ENSG00000143761.16	272	ENST00000272102.10	183
ENSG00000143761.16	272	ENST00000497165.5	73
ENSG00000143761.16	272	ENST00000540651.5	16
ENSG00000143771.12	37	ENST00000366857.9	4
ENSG00000143771.12	37	ENST00000366860.9	3
ENSG00000143771.12	37	ENST00000465271.6	30
ENSG00000143772.9	38	ENST00000272117.7	36
ENSG00000143772.9	38	ENST00000366784.1	2
ENSG00000143774.16	902	ENST00000312726.8	460
ENSG00000143774.16	902	ENST00000366716.1	8
ENSG00000143774.16	902	ENST00000366718.5	1
ENSG00000143774.16	902	ENST00000366721.5	1
ENSG00000143774.16	902	ENST00000366726.5	3
ENSG00000143774.16	902	ENST00000366730.5	3
ENSG00000143774.16	902	ENST00000391865.7	402
ENSG00000143774.16	902	ENST00000478725.5	1
ENSG00000143774.16	902	ENST00000492871.5	22
ENSG00000143774.16	902	ENST00000498115.1	1
ENSG00000143793.13	12	ENST00000272139.5	11
ENSG00000143793.13	12	ENST00000485896.5	1
ENSG00000143797.12	5	ENST00000305997.8	5
ENSG00000143799.13	94	ENST00000366794.10	91
ENSG00000143799.13	94	ENST00000463968.5	1
ENSG00000143799.13	94	ENST00000490921.5	1
ENSG00000143799.13	94	ENST00000491816.1	1
ENSG00000143801.17	13	ENST00000366783.8	6
ENSG00000143801.17	13	ENST00000422240.6	6
ENSG00000143801.17	13	ENST00000626989.2	1
ENSG00000143811.19	52	ENST00000343818.11	44
ENSG00000143811.19	52	ENST00000612651.4	8
ENSG00000143815.15	97	ENST00000272163.9	87
ENSG00000143815.15	97	ENST00000441022.1	9
ENSG00000143815.15	97	ENST00000651341.1	1
ENSG00000143819.12	26	ENST00000272167.9	25
ENSG00000143819.12	26	ENST00000366837.5	1
ENSG00000143842.15	1	ENST00000272193.10	1
ENSG00000143845.15	1	ENST00000367202.9	1
ENSG00000143847.15	1	ENST00000599966.5	1
ENSG00000143851.15	164	ENST00000309017.7	115
ENSG00000143851.15	164	ENST00000367279.8	2
ENSG00000143851.15	164	ENST00000468385.1	7
ENSG00000143851.15	164	ENST00000480836.5	22
ENSG00000143851.15	164	ENST00000492977.5	2
ENSG00000143851.15	164	ENST00000495688.5	9
ENSG00000143851.15	164	ENST00000496197.5	7
ENSG00000143862.8	16	ENST00000272217.7	10
ENSG00000143862.8	16	ENST00000491358.1	6
ENSG00000143870.13	315	ENST00000272227.8	315
ENSG00000143889.16	15	ENST00000272249.7	2
ENSG00000143889.16	15	ENST00000409636.5	2
ENSG00000143889.16	15	ENST00000410076.5	2
ENSG00000143889.16	15	ENST00000449105.8	9
ENSG00000143891.17	140	ENST00000272252.10	138
ENSG00000143891.17	140	ENST00000444351.5	2
ENSG00000143919.15	11	ENST00000402247.5	2
ENSG00000143919.15	11	ENST00000403853.7	1
ENSG00000143919.15	11	ENST00000454433.5	3
ENSG00000143919.15	11	ENST00000613618.1	5
ENSG00000143924.19	83	ENST00000318522.10	66
ENSG00000143924.19	83	ENST00000401738.3	1
ENSG00000143924.19	83	ENST00000402711.6	2
ENSG00000143924.19	83	ENST00000406175.3	13
ENSG00000143924.19	83	ENST00000409040.1	1
ENSG00000143933.19	1212	ENST00000272298.12	1179
ENSG00000143933.19	1212	ENST00000432899.5	1
ENSG00000143933.19	1212	ENST00000456319.6	14
ENSG00000143933.19	1212	ENST00000460218.5	6
ENSG00000143933.19	1212	ENST00000482532.5	11
ENSG00000143933.19	1212	ENST00000652974.1	1
ENSG00000143942.5	3	ENST00000295304.5	3
ENSG00000143947.14	11	ENST00000272317.10	8
ENSG00000143947.14	11	ENST00000478196.6	1
ENSG00000143947.14	11	ENST00000495843.1	2
ENSG00000143951.16	4	ENST00000272321.12	3
ENSG00000143951.16	4	ENST00000409120.5	1
ENSG00000143952.20	3	ENST00000354504.7	1
ENSG00000143952.20	3	ENST00000409558.8	1
ENSG00000143952.20	3	ENST00000416400.1	1
ENSG00000143970.17	19	ENST00000336112.8	2
ENSG00000143970.17	19	ENST00000404843.5	17
ENSG00000143971.9	10	ENST00000272342.6	7
ENSG00000143971.9	10	ENST00000462772.2	2
ENSG00000143971.9	10	ENST00000644028.1	1
ENSG00000143977.14	3	ENST00000272348.7	2
ENSG00000143977.14	3	ENST00000488400.1	1
ENSG00000143995.20	4	ENST00000409517.5	1
ENSG00000143995.20	4	ENST00000495021.6	3
ENSG00000144021.3	117	ENST00000272402.2	5
ENSG00000144021.3	117	ENST00000488633.2	112
ENSG00000144026.12	4	ENST00000496060.1	4
ENSG00000144028.15	433	ENST00000323853.10	368
ENSG00000144028.15	433	ENST00000480242.1	2
ENSG00000144028.15	433	ENST00000480615.1	7
ENSG00000144028.15	433	ENST00000497539.5	53
ENSG00000144028.15	433	ENST00000652267.1	3
ENSG00000144029.12	27	ENST00000272418.7	24
ENSG00000144029.12	27	ENST00000345084.9	3
ENSG00000144034.16	1	ENST00000272424.11	1
ENSG00000144036.16	17	ENST00000272427.11	14
ENSG00000144036.16	17	ENST00000410104.1	3
ENSG00000144040.13	7	ENST00000416579.5	5
ENSG00000144040.13	7	ENST00000442582.1	1
ENSG00000144040.13	7	ENST00000484123.1	1
ENSG00000144043.12	31	ENST00000272438.9	27
ENSG00000144043.12	31	ENST00000433258.5	4
ENSG00000144048.10	62	ENST00000272444.7	62
ENSG00000144115.17	3	ENST00000324166.7	1
ENSG00000144115.17	3	ENST00000674282.1	2
ENSG00000144118.14	210	ENST00000272519.10	118
ENSG00000144118.14	210	ENST00000412383.5	1
ENSG00000144118.14	210	ENST00000420510.5	67
ENSG00000144118.14	210	ENST00000431732.5	22
ENSG00000144118.14	210	ENST00000631312.2	2
ENSG00000144120.13	9	ENST00000272521.7	3
ENSG00000144120.13	9	ENST00000401466.5	3
ENSG00000144120.13	9	ENST00000424086.5	3
ENSG00000144134.18	13	ENST00000376439.3	8
ENSG00000144134.18	13	ENST00000393167.7	1
ENSG00000144134.18	13	ENST00000409121.6	1
ENSG00000144134.18	13	ENST00000409842.5	1
ENSG00000144134.18	13	ENST00000465711.5	1
ENSG00000144134.18	13	ENST00000476236.1	1
ENSG00000144136.11	22	ENST00000272542.8	22
ENSG00000144152.13	5	ENST00000272559.4	1
ENSG00000144152.13	5	ENST00000441565.5	4
ENSG00000144161.13	4	ENST00000272570.9	2
ENSG00000144161.13	4	ENST00000495264.1	1
ENSG00000144161.13	4	ENST00000615791.1	1
ENSG00000144182.17	32	ENST00000393473.6	15
ENSG00000144182.17	32	ENST00000415142.1	3
ENSG00000144182.17	32	ENST00000434566.5	1
ENSG00000144182.17	32	ENST00000480170.1	5
ENSG00000144182.17	32	ENST00000651691.1	8
ENSG00000144199.12	2	ENST00000414820.6	2
ENSG00000144218.19	10	ENST00000409579.5	8
ENSG00000144218.19	10	ENST00000445815.2	1
ENSG00000144218.19	10	ENST00000672822.1	1
ENSG00000144224.17	14	ENST00000272638.14	9
ENSG00000144224.17	14	ENST00000416538.5	2
ENSG00000144224.17	14	ENST00000490163.5	3
ENSG00000144228.9	22	ENST00000280098.9	16
ENSG00000144228.9	22	ENST00000420679.1	4
ENSG00000144228.9	22	ENST00000430968.5	2
ENSG00000144231.11	20	ENST00000272645.9	13
ENSG00000144231.11	20	ENST00000409955.1	1
ENSG00000144231.11	20	ENST00000487079.1	6
ENSG00000144283.22	9	ENST00000389757.7	7
ENSG00000144283.22	9	ENST00000389759.8	1
ENSG00000144283.22	9	ENST00000481115.2	1
ENSG00000144290.17	3	ENST00000272716.9	3
ENSG00000144306.15	1	ENST00000272732.11	1
ENSG00000144320.14	20	ENST00000272748.9	18
ENSG00000144320.14	20	ENST00000479012.1	1
ENSG00000144320.14	20	ENST00000483230.5	1
ENSG00000144357.17	10	ENST00000392632.6	3
ENSG00000144357.17	10	ENST00000418381.5	1
ENSG00000144357.17	10	ENST00000474426.1	4
ENSG00000144357.17	10	ENST00000484596.1	2
ENSG00000144362.12	1	ENST00000359744.8	1
ENSG00000144381.17	100	ENST00000345042.6	3
ENSG00000144381.17	100	ENST00000388968.8	96
ENSG00000144381.17	100	ENST00000461097.1	1
ENSG00000144401.14	85	ENST00000272839.7	1
ENSG00000144401.14	85	ENST00000406927.6	54
ENSG00000144401.14	85	ENST00000411432.5	11
ENSG00000144401.14	85	ENST00000425132.5	5
ENSG00000144401.14	85	ENST00000426075.5	9
ENSG00000144401.14	85	ENST00000432416.5	3
ENSG00000144401.14	85	ENST00000477919.1	2
ENSG00000144426.18	2	ENST00000449802.5	2
ENSG00000144451.19	1	ENST00000432529.6	1
ENSG00000144455.14	18	ENST00000272902.10	13
ENSG00000144455.14	18	ENST00000383843.9	5
ENSG00000144468.17	39	ENST00000341329.7	30
ENSG00000144468.17	39	ENST00000392062.7	8
ENSG00000144468.17	39	ENST00000493526.1	1
ENSG00000144485.11	7	ENST00000272937.10	7
ENSG00000144504.15	21	ENST00000405002.5	10
ENSG00000144504.15	21	ENST00000405523.7	2
ENSG00000144504.15	21	ENST00000407275.2	1
ENSG00000144504.15	21	ENST00000459901.5	1
ENSG00000144504.15	21	ENST00000480230.5	4
ENSG00000144504.15	21	ENST00000484526.5	1
ENSG00000144504.15	21	ENST00000496300.5	2
ENSG00000144524.18	95	ENST00000350033.8	83
ENSG00000144524.18	95	ENST00000410017.5	3
ENSG00000144524.18	95	ENST00000410024.5	5
ENSG00000144524.18	95	ENST00000413197.5	2
ENSG00000144524.18	95	ENST00000461350.5	1
ENSG00000144524.18	95	ENST00000474042.5	1
ENSG00000144535.20	8	ENST00000325385.12	8
ENSG00000144554.11	3	ENST00000287647.7	1
ENSG00000144554.11	3	ENST00000675286.1	1
ENSG00000144554.11	3	ENST00000676013.1	1
ENSG00000144559.10	5	ENST00000273037.9	1
ENSG00000144559.10	5	ENST00000455809.5	4
ENSG00000144560.15	2	ENST00000424529.6	1
ENSG00000144560.15	2	ENST00000430365.7	1
ENSG00000144566.11	72	ENST00000273047.9	67
ENSG00000144566.11	72	ENST00000446547.5	2
ENSG00000144566.11	72	ENST00000473608.1	3
ENSG00000144567.11	49	ENST00000273048.2	28
ENSG00000144567.11	49	ENST00000420189.1	10
ENSG00000144567.11	49	ENST00000430297.7	9
ENSG00000144567.11	49	ENST00000458520.5	2
ENSG00000144579.7	77	ENST00000273062.6	13
ENSG00000144579.7	77	ENST00000428361.5	9
ENSG00000144579.7	77	ENST00000464255.1	41
ENSG00000144579.7	77	ENST00000482272.5	1
ENSG00000144579.7	77	ENST00000488627.5	10
ENSG00000144579.7	77	ENST00000497677.5	2
ENSG00000144579.7	77	ENST00000498160.5	1
ENSG00000144580.14	52	ENST00000273064.11	31
ENSG00000144580.14	52	ENST00000295701.9	20
ENSG00000144580.14	52	ENST00000542068.5	1
ENSG00000144589.22	17	ENST00000456909.6	17
ENSG00000144591.19	117	ENST00000313597.10	68
ENSG00000144591.19	117	ENST00000358215.8	16
ENSG00000144591.19	117	ENST00000373908.5	26
ENSG00000144591.19	117	ENST00000373917.7	3
ENSG00000144591.19	117	ENST00000622191.1	4
ENSG00000144597.14	3	ENST00000396842.7	3
ENSG00000144635.9	76	ENST00000273130.9	69
ENSG00000144635.9	76	ENST00000432458.6	6
ENSG00000144635.9	76	ENST00000481915.5	1
ENSG00000144645.14	12	ENST00000396556.6	2
ENSG00000144645.14	12	ENST00000438237.6	8
ENSG00000144645.14	12	ENST00000469557.1	2
ENSG00000144647.6	1	ENST00000344697.3	1
ENSG00000144648.16	1	ENST00000494619.1	1
ENSG00000144655.15	24	ENST00000273153.10	24
ENSG00000144659.13	26	ENST00000645280.1	9
ENSG00000144659.13	26	ENST00000645630.1	2
ENSG00000144659.13	26	ENST00000650617.1	15
ENSG00000144674.16	14	ENST00000356847.8	3
ENSG00000144674.16	14	ENST00000437131.1	7
ENSG00000144674.16	14	ENST00000617480.4	4
ENSG00000144677.15	5	ENST00000273179.10	2
ENSG00000144677.15	5	ENST00000436654.1	1
ENSG00000144677.15	5	ENST00000443503.6	2
ENSG00000144711.16	2	ENST00000273221.8	1
ENSG00000144711.16	2	ENST00000618604.4	1
ENSG00000144713.13	17	ENST00000396953.6	2
ENSG00000144713.13	17	ENST00000429711.7	11
ENSG00000144713.13	17	ENST00000457131.1	4
ENSG00000144736.14	42	ENST00000325599.13	37
ENSG00000144736.14	42	ENST00000444040.6	1
ENSG00000144736.14	42	ENST00000463369.5	4
ENSG00000144741.17	22	ENST00000336733.10	8
ENSG00000144741.17	22	ENST00000354883.10	12
ENSG00000144741.17	22	ENST00000483224.5	2
ENSG00000144744.17	283	ENST00000349511.8	38
ENSG00000144744.17	283	ENST00000361055.9	224
ENSG00000144744.17	283	ENST00000415609.6	1
ENSG00000144744.17	283	ENST00000461522.1	1
ENSG00000144744.17	283	ENST00000461934.5	9
ENSG00000144744.17	283	ENST00000464605.1	2
ENSG00000144744.17	283	ENST00000485424.1	6
ENSG00000144744.17	283	ENST00000493957.5	2
ENSG00000144746.7	1739	ENST00000273258.4	1711
ENSG00000144746.7	1739	ENST00000484921.1	28
ENSG00000144747.17	9	ENST00000398559.7	6
ENSG00000144747.17	9	ENST00000489370.1	1
ENSG00000144747.17	9	ENST00000646708.1	2
ENSG00000144749.14	13	ENST00000273261.8	2
ENSG00000144749.14	13	ENST00000495037.1	11
ENSG00000144791.10	5	ENST00000273317.5	5
ENSG00000144802.11	12	ENST00000326151.9	7
ENSG00000144802.11	12	ENST00000326172.9	1
ENSG00000144802.11	12	ENST00000495089.1	1
ENSG00000144802.11	12	ENST00000495719.1	3
ENSG00000144815.16	17	ENST00000273347.10	14
ENSG00000144815.16	17	ENST00000616286.1	3
ENSG00000144824.21	3	ENST00000393925.7	2
