gene.id,chr,start,end,length,mean,median,sd,q0,q25,q50,q75,q100
ENSG00000135940.7,chr2,97646061,97648383,2322,NaN,,,,,,,
ENSG00000115073.8,chr2,97655938,97664044,8106,NaN,,,,,,,
ENSG00000228486.10,chr2,97664216,97703064,38848,6.14,7,1.85,1,7,7,7,9
ENSG00000201806.1,chr2,97664590,97664731,141,NaN,,,,,,,
ENSG00000115085.14,chr2,97713575,97739862,26287,278.06,295,46.23,14,239,295,314,416
ENSG00000075568.17,chr2,97756332,97995948,239616,36.57,35,12.77,1,29,35,35,99
ENSG00000235734.4,chr2,97827247,97827545,298,37.88,36,6.72,35,35,36,36,66
ENSG00000238719.1,chr2,97913053,97913117,64,35,35,0,35,35,35,35,35
ENSG00000168658.19,chr2,98087115,98313299,226184,NaN,,,,,,,
ENSG00000231635.1,chr2,98206150,98207724,1574,NaN,,,,,,,
ENSG00000222000.7,chr2,98331388,98356005,24617,NaN,,,,,,,
ENSG00000144191.12,chr2,98346187,98398601,52414,NaN,,,,,,,
ENSG00000227987.1,chr2,98346994,98351140,4146,NaN,,,,,,,
ENSG00000040933.16,chr2,98444853,98594392,149539,73.31,62,20.91,1,58,62,92,155
ENSG00000183513.9,chr2,98599313,98608515,9202,NaN,,,,,,,
ENSG00000115446.12,chr2,98608578,98618515,9937,NaN,,,,,,,
ENSG00000071073.13,chr2,98619105,98731132,112027,NaN,,,,,,,
ENSG00000236564.1,chr2,98694108,98695490,1382,NaN,,,,,,,
ENSG00000226791.7,chr2,98761097,98775361,14264,NaN,,,,,,,
ENSG00000201070.1,chr2,98782409,98782548,139,NaN,,,,,,,
ENSG00000196872.12,chr2,98793845,98936259,142414,NaN,,,,,,,
ENSG00000238830.1,chr2,98840674,98840736,62,NaN,,,,,,,
ENSG00000135951.16,chr2,98997260,99154964,157704,NaN,,,,,,,
ENSG00000231822.1,chr2,99102017,99102752,735,NaN,,,,,,,
ENSG00000273045.6,chr2,99141484,99151487,10003,NaN,,,,,,,
ENSG00000241962.9,chr2,99141484,99322741,181257,NaN,,,,,,,
ENSG00000144182.17,chr2,99154954,99163157,8203,NaN,,,,,,,
ENSG00000273155.1,chr2,99154997,99195298,40301,NaN,,,,,,,
ENSG00000158411.11,chr2,99161426,99181058,19632,NaN,,,,,,,
ENSG00000185414.20,chr2,99181151,99199561,18410,NaN,,,,,,,
ENSG00000185674.9,chr2,99242245,99255282,13037,NaN,,,,,,,
ENSG00000144214.10,chr2,99284237,99304742,20505,NaN,,,,,,,
ENSG00000115514.12,chr2,99318981,99340702,21721,NaN,,,,,,,
ENSG00000158417.11,chr2,99337370,99401326,63956,NaN,,,,,,,
ENSG00000135945.10,chr2,99400474,99490035,89561,NaN,,,,,,,
ENSG00000273306.1,chr2,99405217,99405843,626,NaN,,,,,,,
ENSG00000144218.19,chr2,99545418,100192428,647010,5.69,4,2.73,1,3,4,8,19
ENSG00000230393.1,chr2,100104918,100107504,2586,5.6,4,2.68,4,4,4,5,12
ENSG00000232084.5,chr2,100208253,100251484,43231,NaN,,,,,,,
ENSG00000170500.13,chr2,100271874,100322501,50627,1.17,1,0.46,1,1,1,1,3
ENSG00000269383.2,chr2,100370254,100370545,291,NaN,,,,,,,
ENSG00000270699.1,chr2,100377420,100377532,112,NaN,,,,,,,
ENSG00000115526.11,chr2,100391859,100417668,25809,3.72,3,1.78,1,2,3,5,14
ENSG00000238029.1,chr2,100425347,100426107,760,NaN,,,,,,,
ENSG00000204640.1,chr2,100470481,100483280,12799,NaN,,,,,,,
ENSG00000204637.4,chr2,100509276,100509612,336,NaN,,,,,,,
ENSG00000115539.14,chr2,100562992,100576739,13747,30.12,33,8.83,1,19,33,39,44
ENSG00000227259.2,chr2,100591149,100591324,175,NaN,,,,,,,
ENSG00000234988.2,chr2,100603751,100611542,7791,NaN,,,,,,,
ENSG00000287832.1,chr2,100642443,100652567,10124,NaN,,,,,,,
ENSG00000226034.2,chr2,100660198,100660678,480,NaN,,,,,,,
ENSG00000234169.1,chr2,100669891,100676038,6147,NaN,,,,,,,
ENSG00000228488.1,chr2,100722220,100722882,662,NaN,,,,,,,
ENSG00000286737.1,chr2,100739957,100747391,7434,NaN,,,,,,,
ENSG00000170485.17,chr2,100820138,100996829,176691,1.02,1,0.16,1,1,1,1,3
ENSG00000232034.1,chr2,100822660,100847220,24560,1.01,1,0.11,1,1,1,1,2
ENSG00000230140.7,chr2,100970766,100977766,7000,NaN,,,,,,,
ENSG00000223947.1,chr2,100993675,101002244,8569,NaN,,,,,,,
ENSG00000071082.11,chr2,101002228,101024032,21804,478.8,33,1314.02,13,27,33,41,7360
ENSG00000204634.12,chr2,101007616,101252866,245250,10.31,13,8.74,1,2,13,15,50
ENSG00000271532.1,chr2,101068377,101068656,279,14.87,15,0.54,14,15,15,15,16
ENSG00000272902.2,chr2,101151659,101155412,3753,1.16,1,0.46,1,1,1,1,3
ENSG00000158435.8,chr2,101252885,101270316,17431,67.82,67,11.26,6,64,67,73,103
ENSG00000163162.9,chr2,101271218,101308701,37483,407.23,510,171.93,6,202,510,513,566
ENSG00000212283.1,chr2,101272935,101273049,114,205.59,204,5.89,196,201,204,212,218
ENSG00000264857.1,chr2,101309449,101309534,85,NaN,,,,,,,
ENSG00000175874.10,chr2,101345549,101387503,41954,1.01,1,0.08,1,1,1,1,2
ENSG00000226058.1,chr2,101375586,101376055,469,NaN,,,,,,,
ENSG00000196460.14,chr2,101397358,101475112,77754,1.07,1,0.28,1,1,1,1,3
ENSG00000223826.1,chr2,101479389,101486822,7433,NaN,,,,,,,
ENSG00000237549.1,chr2,101509529,101510222,693,NaN,,,,,,,
ENSG00000232556.1,chr2,101520833,101521976,1143,NaN,,,,,,,
ENSG00000286047.1,chr2,101535600,101539077,3477,NaN,,,,,,,
ENSG00000286101.1,chr2,101551591,101567901,16310,NaN,,,,,,,
ENSG00000071054.16,chr2,101696849,101894689,197840,103.99,95,25.37,1,94,95,114,244
ENSG00000281162.2,chr2,101962055,101987167,25112,15.89,16,2.35,1,16,16,16,30
ENSG00000115590.14,chr2,101991959,102028544,36585,137.64,137,3.25,63,136,137,139,147
ENSG00000287771.1,chr2,102037962,102058190,20228,NaN,,,,,,,
ENSG00000115594.12,chr2,102064543,102179874,115331,NaN,,,,,,,
ENSG00000226925.1,chr2,102172620,102182108,9488,NaN,,,,,,,
ENSG00000115598.10,chr2,102187005,102240002,52997,NaN,,,,,,,
ENSG00000205716.4,chr2,102249856,102250255,399,NaN,,,,,,,
ENSG00000115602.17,chr2,102311501,102352037,40536,NaN,,,,,,,
ENSG00000115604.10,chr2,102311528,102398775,87247,NaN,,,,,,,
ENSG00000236785.1,chr2,102411242,102412108,866,NaN,,,,,,,
ENSG00000115607.9,chr2,102418688,102452565,33877,NaN,,,,,,,
ENSG00000264764.1,chr2,102432288,102432366,78,NaN,,,,,,,
ENSG00000236525.1,chr2,102433956,102435340,1384,NaN,,,,,,,
ENSG00000234389.1,chr2,102438712,102440475,1763,NaN,,,,,,,
ENSG00000180251.5,chr2,102473225,102533972,60747,NaN,,,,,,,
ENSG00000115616.3,chr2,102619552,102711355,91803,NaN,,,,,,,
ENSG00000135953.11,chr2,102714629,102736888,22259,NaN,,,,,,,
ENSG00000170417.16,chr2,102736904,103019900,282996,NaN,,,,,,,
ENSG00000277527.2,chr2,102873182,102895780,22598,NaN,,,,,,,
ENSG00000224095.1,chr2,102967407,102984429,17022,NaN,,,,,,,
ENSG00000227680.1,chr2,102987322,102988565,1243,NaN,,,,,,,
ENSG00000229209.1,chr2,103109758,103176260,66502,NaN,,,,,,,
ENSG00000227623.1,chr2,103275903,103276138,235,NaN,,,,,,,
ENSG00000286290.1,chr2,103362081,103403712,41631,NaN,,,,,,,
ENSG00000236596.1,chr2,103494240,103495842,1602,NaN,,,,,,,
ENSG00000221849.2,chr2,103527619,103529261,1642,NaN,,,,,,,
ENSG00000231723.1,chr2,103623629,103623830,201,NaN,,,,,,,
ENSG00000232597.6,chr2,103855828,103869651,13823,NaN,,,,,,,
ENSG00000236141.2,chr2,103856969,103880209,23240,NaN,,,,,,,
ENSG00000256637.7,chr2,103874309,104077778,203469,NaN,,,,,,,
ENSG00000273515.1,chr2,103953097,103953284,187,NaN,,,,,,,
ENSG00000228968.1,chr2,104125267,104147229,21962,NaN,,,,,,,
ENSG00000233955.1,chr2,104395001,104396280,1279,NaN,,,,,,,
ENSG00000227157.2,chr2,104406470,104416720,10250,NaN,,,,,,,
ENSG00000225765.2,chr2,104412145,104414195,2050,NaN,,,,,,,
ENSG00000287793.1,chr2,104423038,104429454,6416,NaN,,,,,,,
ENSG00000235597.2,chr2,104430129,104532747,102618,NaN,,,,,,,
ENSG00000234781.2,chr2,104488457,104510509,22052,NaN,,,,,,,
ENSG00000231626.1,chr2,104580820,104581890,1070,NaN,,,,,,,
ENSG00000236109.2,chr2,104583137,104621767,38630,NaN,,,,,,,
ENSG00000288565.1,chr2,104656134,104722966,66832,NaN,,,,,,,
ENSG00000230690.2,chr2,104659336,104666858,7522,NaN,,,,,,,
ENSG00000225669.1,chr2,104678222,104678673,451,NaN,,,,,,,
ENSG00000228528.2,chr2,104702649,104705813,3164,NaN,,,,,,,
ENSG00000279904.1,chr2,104706611,104707506,895,NaN,,,,,,,
ENSG00000207249.1,chr2,104733233,104733362,129,NaN,,,,,,,
ENSG00000234177.5,chr2,104746637,104757719,11082,NaN,,,,,,,
ENSG00000213301.2,chr2,104771281,104771885,604,NaN,,,,,,,
ENSG00000233639.7,chr2,104794847,104853183,58336,NaN,,,,,,,
ENSG00000269707.2,chr2,104853284,104927722,74438,NaN,,,,,,,
ENSG00000198914.5,chr2,104853286,104858574,5288,NaN,,,,,,,
ENSG00000229743.4,chr2,104865406,104872595,7189,NaN,,,,,,,
ENSG00000287135.1,chr2,104928802,104936467,7665,NaN,,,,,,,
ENSG00000224509.2,chr2,104936240,105038496,102256,NaN,,,,,,,
ENSG00000135972.9,chr2,105038068,105099960,61892,NaN,,,,,,,
ENSG00000231851.6,chr2,105092367,105103036,10669,NaN,,,,,,,
ENSG00000226508.1,chr2,105144112,105145424,1312,NaN,,,,,,,
ENSG00000135973.3,chr2,105241742,105243467,1725,NaN,,,,,,,
ENSG00000272861.1,chr2,105249403,105249794,391,NaN,,,,,,,
ENSG00000135966.13,chr2,105264390,105329735,65345,NaN,,,,,,,
ENSG00000235319.1,chr2,105324209,105330529,6320,NaN,,,,,,,
ENSG00000272994.1,chr2,105334026,105337475,3449,NaN,,,,,,,
ENSG00000135974.10,chr2,105337531,105349211,11680,NaN,,,,,,,
ENSG00000115641.19,chr2,105357711,105438513,80802,NaN,,,,,,,
ENSG00000238273.3,chr2,105363037,105378839,15802,NaN,,,,,,,
ENSG00000287036.1,chr2,105600702,105610487,9785,NaN,,,,,,,
ENSG00000287308.1,chr2,105601145,105636637,35492,NaN,,,,,,,
ENSG00000071051.14,chr2,105744911,105894274,149363,NaN,,,,,,,
ENSG00000235522.6,chr2,105846533,105857177,10644,NaN,,,,,,,
ENSG00000234162.3,chr2,105874508,105962386,87878,NaN,,,,,,,
ENSG00000119147.10,chr2,106063245,106078155,14910,NaN,,,,,,,
ENSG00000115652.15,chr2,106093307,106194301,100994,40.08,32,12.9,4,30,32,43,74
ENSG00000233339.1,chr2,106179541,106183797,4256,30.18,30,0.48,30,30,30,30,32
ENSG00000273595.1,chr2,106207393,106208115,722,NaN,,,,,,,
ENSG00000213295.3,chr2,106247368,106247741,373,NaN,,,,,,,
ENSG00000224061.1,chr2,106253230,106253717,487,NaN,,,,,,,
ENSG00000230353.5,chr2,106288802,106289053,251,NaN,,,,,,,
ENSG00000233939.1,chr2,106304754,106305197,443,NaN,,,,,,,
ENSG00000227513.1,chr2,106344565,106345433,868,NaN,,,,,,,
ENSG00000229682.1,chr2,106368208,106368876,668,NaN,,,,,,,
ENSG00000235486.1,chr2,106369723,106378247,8524,3.65,4,0.93,1,4,4,4,5
ENSG00000240935.6,chr2,106382170,106393031,10861,2.03,1,1.47,1,1,1,3,6
ENSG00000153165.19,chr2,106391289,106468413,77124,2.33,2,1.74,1,1,2,3,9
ENSG00000237666.2,chr2,106470798,106477669,6871,NaN,,,,,,,
ENSG00000254126.8,chr2,106487363,106544297,56934,39.35,40,4.88,1,40,40,40,48
ENSG00000232001.2,chr2,106521562,106544297,22735,NaN,,,,,,,
ENSG00000231505.1,chr2,106521902,106538079,16177,NaN,,,,,,,
ENSG00000214199.3,chr2,106697330,106698676,1346,4.72,3,4.1,1,1,3,8.75,12
ENSG00000144057.15,chr2,106801599,106887108,85509,NaN,,,,,,,
ENSG00000238250.1,chr2,106822922,106825031,2109,NaN,,,,,,,
ENSG00000227294.1,chr2,106834463,106841207,6744,NaN,,,,,,,
ENSG00000286218.2,chr2,106933738,106996534,62796,NaN,,,,,,,
ENSG00000229360.1,chr2,106940879,106941482,603,NaN,,,,,,,
ENSG00000226905.1,chr2,106963192,106963674,482,NaN,,,,,,,
ENSG00000229457.1,chr2,107254690,107365873,111183,1,1,0,1,1,1,1,1
ENSG00000225588.2,chr2,107362281,107407329,45048,NaN,,,,,,,
ENSG00000237880.2,chr2,107382714,107748270,365556,1,1,0,1,1,1,1,1
ENSG00000224568.2,chr2,107529291,107556499,27208,NaN,,,,,,,
ENSG00000286769.1,chr2,107698736,107746941,48205,NaN,,,,,,,
ENSG00000232991.5,chr2,107754111,107822129,68018,NaN,,,,,,,
ENSG00000230651.8,chr2,107823062,107826891,3829,NaN,,,,,,,
ENSG00000196862.10,chr2,107826891,107892544,65653,8.58,9,4.34,1,5,9,13,24
ENSG00000233494.1,chr2,107902996,107903134,138,8.46,8,0.5,8,8,8,9,9
ENSG00000227270.1,chr2,107903963,107904241,278,8,8,0,8,8,8,8,8
ENSG00000237745.1,chr2,107914947,107915286,339,8,8,0,8,8,8,8,8
ENSG00000235325.1,chr2,107920762,107921248,486,8,8,0,8,8,8,8,8
ENSG00000115665.9,chr2,107986522,108013994,27472,8,8,0,8,8,8,8,8
ENSG00000231221.1,chr2,108049199,108052755,3556,8,8,0,8,8,8,8,8
ENSG00000229890.1,chr2,108099109,108099492,383,8,8,0,8,8,8,8,8
ENSG00000225328.2,chr2,108167124,108217886,50762,8.4,8,0.49,8,8,8,9,10
ENSG00000236877.2,chr2,108226014,108226331,317,9,9,0,9,9,9,9,9
ENSG00000196228.3,chr2,108247194,108265351,18157,9,9,0,9,9,9,9,9
ENSG00000227597.1,chr2,108276811,108277942,1131,9,9,0,9,9,9,9,9
ENSG00000198203.10,chr2,108288638,108309915,21277,9,9,0,9,9,9,9,9
ENSG00000261209.1,chr2,108317724,108318611,887,9,9,0,9,9,9,9,9
ENSG00000237223.6,chr2,108322237,108353799,31562,8.49,8,0.51,8,8,8,9,11
ENSG00000271070.1,chr2,108367115,108367938,823,8,8,0,8,8,8,8,8
ENSG00000198075.10,chr2,108377910,108388989,11079,8.13,8,0.34,8,8,8,8,9
ENSG00000271284.1,chr2,108423611,108423885,274,8,8,0,8,8,8,8,8
ENSG00000135968.21,chr2,108449190,108509415,60225,45.14,41,9.74,1,40,41,52,79
ENSG00000214184.3,chr2,108507514,108534196,26682,10.29,2,16.09,1,1,2,17,71
ENSG00000169756.16,chr2,108534354,108687246,152892,76.98,90,28.88,17,61,90,95,145
ENSG00000228763.1,chr2,108676794,108678601,1807,36.56,24,17.63,24,24,24,61,65
ENSG00000233648.1,chr2,108694749,108694893,144,NaN,,,,,,,
ENSG00000235644.1,chr2,108712261,108712900,639,NaN,,,,,,,
ENSG00000153201.16,chr2,108719481,108785809,66328,38.42,34,16.84,1,26,34,47,103
ENSG00000163006.12,chr2,108786756,108885477,98721,2.59,2,1.21,1,2,2,3,10
ENSG00000227470.1,chr2,108878307,108878460,153,NaN,,,,,,,
ENSG00000135960.10,chr2,108894470,108989372,94902,3.62,3,2.52,1,1,3,4,13
ENSG00000277628.1,chr2,109124356,109124609,253,NaN,,,,,,,
ENSG00000259863.1,chr2,109127326,109128930,1604,2.35,1,2.01,1,1,1,3,7
ENSG00000172985.11,chr2,109129204,109504634,375430,3.08,3,1.28,1,3,3,3,12
ENSG00000264934.1,chr2,109141489,109141588,99,3,3,0,3,3,3,3,3
ENSG00000228551.1,chr2,109251421,109251646,225,3,3,0,3,3,3,3,3
ENSG00000265965.1,chr2,109313570,109313625,55,3,3,0,3,3,3,3,3
ENSG00000186522.15,chr2,109542798,109614143,71345,1.87,1,1.4,1,1,1,4,8
ENSG00000237916.1,chr2,109552535,109552846,311,4.54,4,0.76,4,4,4,5,6
ENSG00000230696.1,chr2,109594692,109605698,11006,1,1,0,1,1,1,1,1
ENSG00000198142.5,chr2,109614363,109618990,4627,1.83,2,0.93,1,1,2,2,5
ENSG00000230603.1,chr2,109665208,109665742,534,NaN,,,,,,,
ENSG00000231099.1,chr2,109667127,109668002,875,NaN,,,,,,,
ENSG00000233307.1,chr2,109732730,109733136,406,NaN,,,,,,,
ENSG00000233707.3,chr2,109737138,109737523,385,NaN,,,,,,,
ENSG00000282033.1,chr2,109758798,109760364,1566,1,1,0,1,1,1,1,1
ENSG00000015568.13,chr2,109792757,109857705,64948,10.68,9,5.67,1,7,9,14,42
ENSG00000256977.12,chr2,109898427,109924868,26441,20.55,24,9.48,1,24,24,24,40
ENSG00000284337.1,chr2,109898431,109968557,70126,20.37,24,9.62,1,24,24,24,40
ENSG00000186148.13,chr2,109933160,109974085,40925,1,1,0,1,1,1,1,1
ENSG00000283684.1,chr2,109937437,109985124,47687,1,1,0,1,1,1,1,1
ENSG00000240069.1,chr2,109984057,109984988,931,NaN,,,,,,,
ENSG00000225108.1,chr2,109986938,109988394,1456,NaN,,,,,,,
ENSG00000204588.5,chr2,109987062,109996140,9078,1,1,0,1,1,1,1,1
ENSG00000235721.1,chr2,110007674,110010783,3109,NaN,,,,,,,
ENSG00000229730.2,chr2,110012264,110012601,337,NaN,,,,,,,
ENSG00000283283.2,chr2,110022446,110050064,27618,2,2,0,2,2,2,2,2
ENSG00000265682.1,chr2,110069960,110070042,82,NaN,,,,,,,
ENSG00000144063.4,chr2,110083869,110116022,32153,2.6,2,1.99,1,1,2,2,6
ENSG00000264979.1,chr2,110086432,110086523,91,NaN,,,,,,,
ENSG00000144061.14,chr2,110122310,110205066,82756,2.06,1,1.34,1,1,1,3,8
ENSG00000233370.1,chr2,110184053,110185179,1126,NaN,,,,,,,
ENSG00000175701.10,chr2,110211528,110245420,33892,27.23,24,8.75,1,24,24,30,47
ENSG00000261760.8,chr2,110231105,110272050,40945,1,1,0,1,1,1,1,1
ENSG00000282304.1,chr2,110245590,110285856,40266,1,1,0,1,1,1,1,1
ENSG00000282785.1,chr2,110279605,110285681,6076,NaN,,,,,,,
ENSG00000263881.1,chr2,110284852,110284943,91,NaN,,,,,,,
ENSG00000283167.2,chr2,110321401,110348941,27540,NaN,,,,,,,
ENSG00000226991.2,chr2,110358789,110359126,337,NaN,,,,,,,
ENSG00000230650.1,chr2,110360607,110363737,3130,NaN,,,,,,,
ENSG00000175772.11,chr2,110375137,110384442,9305,NaN,,,,,,,
ENSG00000226065.1,chr2,110383111,110384642,1531,NaN,,,,,,,
ENSG00000230596.3,chr2,110386376,110388163,1787,NaN,,,,,,,
ENSG00000273471.1,chr2,110386410,110433673,47263,NaN,,,,,,,
ENSG00000184115.17,chr2,110397405,110435166,37761,NaN,,,,,,,
ENSG00000257207.5,chr2,110402933,110473075,70142,17.89,14,11.41,1,14,14,14,57
ENSG00000256671.6,chr2,110446639,110473075,26436,17.99,14,11.37,1,14,14,14,57
ENSG00000227574.2,chr2,110449241,110451064,1823,51.95,52,0.5,47,52,52,52,55
ENSG00000231583.1,chr2,110500099,110500235,136,NaN,,,,,,,
ENSG00000183054.11,chr2,110513811,110577185,63374,5.41,4,2.93,1,3,4,9,12
ENSG00000231536.1,chr2,110610915,110612404,1489,1,1,0,1,1,1,1,1
ENSG00000216867.2,chr2,110633946,110634333,387,NaN,,,,,,,
ENSG00000169679.15,chr2,110637527,110678063,40536,1.93,2,0.84,1,1,2,2,6
ENSG00000235881.2,chr2,110709574,110716595,7021,NaN,,,,,,,
ENSG00000153093.19,chr2,110732572,111118548,385976,1.51,1,1.17,1,1,1,1,9
ENSG00000236330.1,chr2,110967833,110968719,886,NaN,,,,,,,
ENSG00000172965.17,chr2,111006014,111523376,517362,28.61,33,17.86,1,13,33,45,73
ENSG00000204581.3,chr2,111098344,111116407,18063,1.21,1,0.41,1,1,1,1,2
ENSG00000153094.24,chr2,111119377,111168445,49068,40.09,45,9.16,1,34,45,45,73
ENSG00000230499.1,chr2,111195962,111206494,10532,3.56,3,0.97,1,3,3,4,8
ENSG00000227992.1,chr2,111203963,111206215,2252,4.39,4,1.26,3,3,4,5,8
ENSG00000271590.1,chr2,111210994,111212476,1482,13.66,14,0.62,13,13,14,14,16
ENSG00000229118.1,chr2,111265282,111279880,14598,NaN,,,,,,,
ENSG00000270190.1,chr2,111266867,111267473,606,NaN,,,,,,,
ENSG00000226928.1,chr2,111295628,111296046,418,NaN,,,,,,,
ENSG00000266139.2,chr2,111321012,111321086,74,NaN,,,,,,,
ENSG00000223973.2,chr2,111383751,111384992,1241,NaN,,,,,,,
ENSG00000285016.1,chr2,111429323,111699033,269710,NaN,,,,,,,
ENSG00000280878.1,chr2,111468809,111637967,169158,NaN,,,,,,,
ENSG00000240350.3,chr2,111491271,111570974,79703,NaN,,,,,,,
ENSG00000271635.1,chr2,111558412,111559937,1525,NaN,,,,,,,
ENSG00000225744.1,chr2,111607840,111612518,4678,NaN,,,,,,,
ENSG00000153107.13,chr2,111611638,111884690,273052,19.95,16,14.11,1,12,16,23,90
ENSG00000237583.1,chr2,111675025,111675343,318,NaN,,,,,,,
ENSG00000227842.1,chr2,111717507,111717837,330,NaN,,,,,,,
ENSG00000228615.1,chr2,111742585,111744662,2077,NaN,,,,,,,
ENSG00000266063.1,chr2,111771060,111771134,74,NaN,,,,,,,
ENSG00000230958.1,chr2,111865797,111866405,608,8,8,0,8,8,8,8,8
ENSG00000236307.2,chr2,111887913,111888741,828,1,1,0,1,1,1,1,1
ENSG00000153208.17,chr2,111898606,112029561,130955,2.99,3,1.74,1,1,3,3,11
ENSG00000240183.3,chr2,111930174,111930467,293,3,3,0,3,3,3,3,3
ENSG00000225496.1,chr2,111940301,111941036,735,3,3,0,3,3,3,3,3
ENSG00000232277.1,chr2,111952143,111952671,528,3,3,0,3,3,3,3,3
ENSG00000286904.1,chr2,112039377,112055337,15960,1.6,1,1.9,1,1,1,1,10
ENSG00000153214.11,chr2,112055268,112119318,64050,28.38,28,9.14,1,27,28,36,44
ENSG00000287141.1,chr2,112061083,112063709,2626,36,36,0,36,36,36,36,36
ENSG00000144152.13,chr2,112138384,112188218,49834,NaN,,,,,,,
ENSG00000278962.1,chr2,112188363,112190635,2272,NaN,,,,,,,
ENSG00000144161.13,chr2,112211528,112255136,43608,NaN,,,,,,,
ENSG00000286545.1,chr2,112239620,112244375,4755,NaN,,,,,,,
ENSG00000188177.14,chr2,112275596,112340063,64467,NaN,,,,,,,
ENSG00000235258.1,chr2,112286056,112286422,366,NaN,,,,,,,
ENSG00000236555.1,chr2,112346010,112346258,248,NaN,,,,,,,
ENSG00000169629.12,chr2,112368368,112434488,66120,3.26,1,4.16,1,1,1,3,45
ENSG00000283698.1,chr2,112439311,112469687,30376,NaN,,,,,,,
ENSG00000114999.8,chr2,112482155,112541739,59584,16.33,15,6.03,1,12,15,22,43
ENSG00000125630.16,chr2,112541914,112579818,37904,12.39,11,6.46,1,7,11,18,36
ENSG00000207383.1,chr2,112579483,112579584,101,NaN,,,,,,,
ENSG00000125611.15,chr2,112584239,112589275,5036,40.11,43,16.76,1,40,43,43,101
ENSG00000243389.1,chr2,112589039,112614431,25392,1.68,1,1.07,1,1,1,2,7
ENSG00000228251.1,chr2,112590795,112591939,1144,2.83,3,1.29,1,2,3,4,6
ENSG00000231747.1,chr2,112621808,112622167,359,NaN,,,,,,,
ENSG00000237753.2,chr2,112641831,112645720,3889,5.88,5,2.92,1,4,5,7,17
ENSG00000144136.11,chr2,112645938,112663825,17887,69.03,61,20.79,1,52,61,92,127
ENSG00000144130.11,chr2,112721485,112742879,21394,2.65,2,1.44,1,2,2,3,7
ENSG00000169607.13,chr2,112736348,112764664,28316,1.76,2,0.43,1,2,2,2,2
ENSG00000115008.6,chr2,112773924,112784493,10569,NaN,,,,,,,
ENSG00000287937.1,chr2,112817075,112824457,7382,1,1,0,1,1,1,1,1
ENSG00000125538.12,chr2,112829750,112836816,7066,71.03,73,15.51,1,58,73,84,111
ENSG00000280228.1,chr2,112840327,112844195,3868,1,1,0,1,1,1,1,1
ENSG00000180152.3,chr2,112853327,112854122,795,NaN,,,,,,,
ENSG00000125571.9,chr2,112912970,112918882,5912,NaN,,,,,,,
ENSG00000227368.1,chr2,112932624,112933171,547,NaN,,,,,,,
ENSG00000136688.11,chr2,112973202,112985658,12456,NaN,,,,,,,
ENSG00000236124.1,chr2,112981165,112981434,269,NaN,,,,,,,
ENSG00000232090.2,chr2,112995516,112995937,421,1,1,0,1,1,1,1,1
ENSG00000136694.9,chr2,113005458,113008044,2586,1.38,1,0.49,1,1,1,2,2
ENSG00000136696.11,chr2,113022088,113052867,30779,NaN,,,,,,,
ENSG00000136695.15,chr2,113058637,113065382,6745,NaN,,,,,,,
ENSG00000136697.13,chr2,113067969,113075843,7874,NaN,,,,,,,
ENSG00000201805.1,chr2,113086804,113086911,107,NaN,,,,,,,
ENSG00000136689.18,chr2,113107213,113134016,26803,107.34,108,41.01,1,103,108,147,169
ENSG00000125637.16,chr2,113157324,113209396,52072,155.03,217,135.77,1,3,217,271,435
ENSG00000234174.1,chr2,113171534,113175360,3826,94.87,3,123.34,3,3,3,263,265
ENSG00000189223.15,chr2,113211420,113276581,65161,6.21,5,5.34,1,2,5,9,32
ENSG00000125618.17,chr2,113215996,113278921,62925,6.39,5,5.36,1,2,5,9,32
ENSG00000234997.2,chr2,113325371,113425548,100177,1.16,1,0.79,1,1,1,1,13
ENSG00000231292.6,chr2,113406395,113406872,477,1.38,1,0.49,1,1,1,2,2
ENSG00000272563.1,chr2,113432599,113436042,3443,2,2,0,2,2,2,2,2
ENSG00000136682.15,chr2,113437690,113496204,58514,26.85,27,14.43,1,14,27,38,76
ENSG00000184492.6,chr2,113498664,113501155,2491,NaN,,,,,,,
ENSG00000234148.3,chr2,113512221,113515488,3267,NaN,,,,,,,
ENSG00000231943.9,chr2,113526835,113542694,15859,NaN,,,,,,,
ENSG00000225398.3,chr2,113541936,113563298,21362,1.26,1,0.52,1,1,1,1,3
ENSG00000226516.7,chr2,113577381,113578852,1471,NaN,,,,,,,
ENSG00000287165.1,chr2,113582353,113583152,799,NaN,,,,,,,
ENSG00000221055.1,chr2,113582958,113583096,138,NaN,,,,,,,
ENSG00000146556.14,chr2,113588549,113599043,10494,58.35,55,20.43,9,49,55,63,163
ENSG00000236397.3,chr2,113599035,113601261,2226,4.04,2,3.23,1,2,2,7,11
ENSG00000279267.1,chr2,113605866,113607908,2042,3.32,3,1.86,1,2,3,5,8
ENSG00000240356.6,chr2,113610501,113627090,16589,16.24,16,2.46,1,16,16,17,29
ENSG00000144134.18,chr2,113627228,113643396,16168,NaN,,,,,,,
ENSG00000144158.4,chr2,113657907,113658675,768,NaN,,,,,,,
ENSG00000175509.8,chr2,113667477,113668621,1144,NaN,,,,,,,
ENSG00000233479.1,chr2,113669165,113673191,4026,NaN,,,,,,,
ENSG00000227359.1,chr2,113677701,113704078,26377,NaN,,,,,,,
ENSG00000202427.1,chr2,113681110,113681217,107,NaN,,,,,,,
ENSG00000115084.15,chr2,113705010,113756693,51683,NaN,,,,,,,
